Key,Value
25349,"['Parenting', 'Autistic Spectrum Disorder', 'Nonfiction']"
25350,"['Science Fiction', 'Fiction', 'Fantasy']"
25352,"['Romance', 'Fiction', 'Chick Lit']"
25353,"['Nonfiction', 'History', 'New York']"
25355,"['Comics', 'Art', 'Graphic Novels']"
25359,"['Parenting', 'Autistic Spectrum Disorder', 'Nonfiction']"
25363,"['Manga', 'Yaoi', 'Boys Love']"
25365,"['Fiction', 'Japan', 'Thriller']"
25367,"['Japan', 'Japanese Literature', 'Fiction']"
25368,"['Fiction', 'Japan', 'Thriller']"
25372,"['Young Adult', 'Contemporary', 'Fiction']"
25375,"['Graphic Novels', 'Comics', 'Biography']"
25376,"['Psychology', 'Self Help', 'Relationships']"
25378,"['Music', 'Nonfiction', 'Biography']"
25379,"['Nonfiction', 'Music', 'Biography']"
25403,"['Fiction', 'Philosophy', 'Young Adult']"
25406,"['Philosophy', 'Fiction', 'Classics']"
25409,"['Nonfiction', 'Philosophy', 'Politics']"
25431,"['Spirituality', 'Nonfiction', 'cognitive-neuroscience']"
25435,"['Nonfiction', 'Christian', 'Biography']"
25440,"['Fiction', '9th-grade-in-class-books', 'poetry-and-novels']"
25444,"['Poetry', 'Southern', 'American']"
25449,"['Fiction', 'Southern', '20th-century-fiction']"
25457,"['Fiction', 'Picture Books', 'Childrens']"
25458,"['Biography', 'Politics', 'History']"
25460,"['Nonfiction', 'Food', 'Memoir']"
25473,"['Young Adult', 'Science Fiction', 'Fiction']"
25489,"['Psychology', 'Philosophy', 'Nonfiction']"
25491,"['Psychology', 'Philosophy', 'Nonfiction']"
25492,"['Psychology', 'Philosophy', 'Nonfiction']"
25494,"['Psychology', 'Philosophy', 'Nonfiction']"
25495,"['Psychology', 'Philosophy', 'Religion']"
25510,"['Theology', 'Christian', 'History']"
25516,"['Historical Fiction', 'Fiction', 'Spanish Literature']"
25517,"['Historical Fiction', 'Fiction', 'Spanish Literature']"
25534,"['Biography', 'History', 'Nonfiction']"
25563,"['Mystery', 'LGBT', 'M M Romance']"
25564,"['Mystery', 'LGBT', 'Fiction']"
25566,"['Mystery', 'LGBT', 'Fiction']"
25589,"['History', 'Nonfiction', 'Biography']"
25623,"['Psychology', 'Fiction', 'Self Help']"
25652,"['Cookbooks', 'Cooking', 'Food']"
25653,"['Cookbooks', 'Cooking', 'Food']"
25663,"['History', 'Nonfiction', 'Military History']"
25669,"['History', 'Nonfiction', 'Ireland']"
25672,"['Philosophy', 'Classics', 'Religion']"
25673,"['Philosophy', 'Theology', 'Religion']"
25692,"['History', 'Classics', 'Nonfiction']"
25693,"['History', 'Classics', 'Nonfiction']"
25698,"['Economics', 'Nonfiction', 'Philosophy']"
25701,"['Economics', 'Nonfiction', 'Philosophy']"
25707,"['Philosophy', 'Theology', 'Religion']"
25708,"['Biography', 'Religion', 'Philosophy']"
25711,"['Philosophy', 'Religion', 'Theology']"
25715,"['Philosophy', 'Religion', 'Nonfiction']"
25721,"['Judaism', 'Parenting', 'Jewish']"
25737,"['Short Stories', 'Fiction', 'Jewish']"
25740,"['Fantasy', 'Jewish', 'Fiction']"
25741,"['Short Stories', 'Fiction', 'American']"
25743,"['Fiction', 'Historical Fiction', 'Classics']"
25744,"['Short Stories', 'Fiction', 'Classics']"
25752,"['Childrens', 'my-children-s-books', 'adventure']"
25772,"['History', 'Nonfiction', 'American History']"
25777,"['History', 'Politics', 'Philosophy']"
25779,"['Politics', 'Sociology', 'Philosophy']"
25781,"['Fantasy', 'Fiction', 'Science Fiction']"
25788,"['Philosophy', 'Nonfiction', 'Classics']"
25789,"['Philosophy', 'Nonfiction', 'Classics']"
25790,"['Art', 'Fantasy', 'Fiction']"
25794,"['Horror', 'Fiction', 'Japanese Literature']"
25800,"['Philosophy', 'Nonfiction', 'Classics']"
25802,"['Historical Fiction', 'Romance', 'Historical']"
25803,"['Manga', 'Yaoi', 'Light Novel']"
25804,"['Manga', 'Yaoi', 'Romance']"
25806,"['Jewellery', 'Nonfiction', 'Art']"
25807,"['Fiction', 'Classics', 'Mystery']"
25810,"['Role Playing Games', 'Fantasy', 'Gaming']"
25811,"['Philosophy', 'Nonfiction', 'Essays']"
25812,"['Historical Fiction', 'Fiction', 'Historical']"
25814,"['Manga', 'Yaoi', 'Romance']"
25815,"['Fiction', 'Travel', 'German Literature']"
25817,"['Manga', 'Horror', 'Graphic Novels']"
25848,"['Manga', 'Horror', 'Comics']"
25849,"['Manga', 'Horror', 'Comics']"
25850,"['Manga', 'Horror', 'Comics']"
25852,"['Manga', 'Horror', 'Comics']"
25853,"['Manga', 'Horror', 'Comics']"
25855,"['Manga', 'Horror', 'Comics']"
25863,"['History', 'Military History', 'France']"
25866,"['Fiction', 'Iran', 'Novels']"
25868,"['Fiction', 'Classics', 'Russian Literature']"
25869,"['Poetry', 'Classics', 'History']"
25880,"['Warcraft', 'Fantasy', 'Reference']"
25884,"['Historical Fiction', 'Fiction', 'Historical']"
25886,"['Buddhism', 'Religion', 'Nonfiction']"
25905,"['Fiction', 'Classics', 'German Literature']"
25919,"['Manga', 'Yaoi', 'Romance']"
25921,"['Manga', 'Yaoi', 'M M Romance']"
25922,"['Manga', 'Yaoi', 'Romance']"
25923,"['Manga', 'Yaoi', 'Romance']"
25924,"['Manga', 'Yaoi', 'Boys Love']"
25932,"['Classics', 'Fiction', 'France']"
25933,"['Classics', 'Fiction', 'France']"
25934,"['Classics', 'Fiction', 'France']"
25936,"['Fiction', 'Classics', 'France']"
25937,"['Classics', 'France', 'Fiction']"
25941,"['Fiction', 'Classics', 'France']"
25946,"['Classics', 'Fiction', 'France']"
25955,"['Nonfiction', 'Philosophy', 'Art']"
25956,"['Philosophy', 'Nonfiction', 'Sociology']"
25961,"['Nonfiction', 'Philosophy', 'Sociology']"
25965,"['Sports', 'Nonfiction', 'Essays']"
25992,"['Fiction', 'Historical Fiction', 'China']"
25993,"['Biography', 'China', 'Nonfiction']"
25996,"['Fiction', 'Historical Fiction', 'China']"
26009,"['Fiction', 'Contemporary', 'Horror']"
26012,"['Fiction', 'Contemporary', 'Horror']"
26023,"['Chick Lit', 'Nonfiction', 'Humor']"
26046,"['Romance', 'Fantasy', 'Paranormal']"
26047,"['Romance', 'Historical Romance', 'Historical']"
26048,"['Romance', 'Contemporary', 'Fiction']"
26049,"['Romance', 'Paranormal', 'Fiction']"
26050,"['Romance', 'Romantic Suspense', 'Mystery']"
26051,"['Romance', 'Fiction', 'Contemporary']"
26052,"['Romance', 'Christmas', 'Fiction']"
26053,"['Romance', 'Romantic Suspense', 'Fiction']"
26054,"['Romance', 'Contemporary Romance', 'Fiction']"
26055,"['Romance', 'Contemporary Romance', 'Contemporary']"
26064,"['Fiction', 'Short Stories', 'New York']"
26069,"['Politics', 'Nonfiction', 'Political Science']"
26071,"['Sociology', 'Politics', 'Political Science']"
26075,"['Finance', 'Nonfiction', 'Business']"
26079,"['Finance', 'Nonfiction', 'Business']"
26085,"['Comics', 'Graphic Novels', 'Dc Comics']"
26088,"['Comics', 'Graphic Novels', 'Dc Comics']"
26092,"['Young Adult', 'Science Fiction', 'Fiction']"
26093,"['Fiction', 'Novels', 'Czech Literature']"
26101,"['Fiction', 'Short Stories', 'Czech Literature']"
26123,"['Psychology', 'Self Help', 'Nonfiction']"
26130,"['Fiction', 'Childrens', 'Classics']"
26131,"['History', 'Nonfiction', 'Ancient History']"
26133,"['Classics', 'Mythology', 'Fiction']"
26134,"['Nonfiction', 'Biography', 'Memoir']"
26146,"['Nonfiction', 'Psychology', 'Philosophy']"
26147,"['Nonfiction', 'Psychology', 'Philosophy']"
26154,"['Biography', 'Nonfiction', 'Biography Memoir']"
26156,"['Comics', 'Art', 'Humor']"
26165,"['Spirituality', 'Biography', 'Nonfiction']"
26175,"['Historical Fiction', 'Fiction', 'War']"
26184,"['Africa', 'Nonfiction', 'Memoir']"
26187,"['Fiction', 'Mystery', 'Thriller']"
26189,"['Theology', 'History', 'Religion']"
26190,"['Philosophy', 'Religion', 'Nonfiction']"
26207,"['Young Adult', 'Fantasy', 'Witches']"
26210,"['Young Adult', 'Fantasy', 'Witches']"
26211,"['Chick Lit', 'Fiction', 'Romance']"
26212,"['Young Adult', 'Fantasy', 'Witches']"
26214,"['Picture Books', 'Childrens', 'Magic']"
26216,"['Picture Books', 'Biography', 'Childrens']"
26226,"['Mystery', 'Fiction', 'Crime']"
26229,"['Biography', 'biography', 'literature']"
26236,"['Manga', 'Fantasy', 'Graphic Novels']"
26237,"['Manga', 'Fantasy', 'Graphic Novels']"
26239,"['Manga', 'Fantasy', 'Graphic Novels']"
26240,"['Manga', 'Fantasy', 'Graphic Novels']"
26252,"['Philosophy', 'Classics', 'Nonfiction']"
26254,"['Philosophy', 'History', 'Nonfiction']"
26274,"['History', 'Nonfiction', 'Politics']"
26289,"['Fiction', 'Thriller', 'Mystery']"
26292,"['Fiction', 'Thriller', 'Suspense']"
26296,"['Mystery', 'Adventure', 'adventure']"
26298,"['Mystery', 'reviewed', 'read-with-jen']"
26301,"['Mystery', 'Childrens', 'children-s-books']"
26321,"['Video Games', 'Gaming', 'Games']"
26324,"['Psychology', 'Nonfiction', 'Self Help']"
26327,"['Leadership', 'audiobk', 'self-help']"
26329,"['Psychology', 'Nonfiction', 'Self Help']"
26330,"['Psychology', 'Buddhism', 'Nonfiction']"
26344,"['Reference', 'Religion', 'Atlases']"
26348,"['History', 'Nonfiction', 'World War I']"
26384,"['Philosophy', 'Classics', 'History']"
26401,"['Teaching', 'Nonfiction', 'coursework']"
26407,"['Philosophy', 'philosophy', 'own']"
26410,"['Philosophy', 'f-philosophy', 'l-bavaria']"
26415,"['Philosophy', 'Nonfiction', 'History']"
26417,"['Philosophy', 'Nonfiction', 'Politics']"
26420,"['Reference', 'Programming', 'Web']"
26422,"['Manga', 'Fantasy', 'Comics']"
26425,"['Manga', 'Fantasy', 'Light Novel']"
26426,"['Fantasy', 'Graphic Novels', 'Manga']"
26436,"['Programming', 'Computer Science', 'Reference']"
26438,"['Programming', 'Textbooks', 'Technology']"
26439,"['Nonfiction', 'Computer Science', 'Textbooks']"
26447,"['Classics', 'Fiction', 'Poetry']"
26448,"['Classics', 'Fiction', 'Poetry']"
26449,"['Mythology', 'Classics', 'Fiction']"
26470,"['Short Stories', 'Fiction', 'Gothic']"
26471,"['Short Stories', 'Fiction', 'Classics']"
26474,"['Africa', 'Nonfiction', 'Memoir']"
26475,"['Africa', 'Nonfiction', 'Biography']"
26480,"['Historical Fiction', 'Poetry', 'Young Adult']"
26481,"['Picture Books', 'Historical Fiction', 'Holocaust']"
26482,"['Young Adult', 'Fiction', 'Animals']"
26506,"['Romance', 'Fiction', 'Chick Lit']"
26511,"['Romance', 'Fiction', 'Chick Lit']"
26522,"['Plays', 'Classics', 'Drama']"
26525,"['Leadership', 'Business', 'Nonfiction']"
26575,"['Fantasy', 'Dragons', 'Fiction']"
26576,"['Dragonlance', 'Fantasy', 'Fiction']"
26579,"['Fantasy', 'Dragons', 'Science Fiction Fantasy']"
26581,"['Erotica', 'Fiction', 'Fantasy']"
26583,"['Erotica', 'Fiction', 'Fantasy']"
26586,"['Mythology', 'Childrens', 'Classics']"
26587,"['Mythology', 'Fantasy', 'Childrens']"
26588,"['Nonfiction', 'Science', 'Childrens']"
26590,"['Mythology', 'Childrens', 'Classics']"
26591,"['History', 'Nonfiction', 'Chapter Books']"
26592,"['Nonfiction', 'History', 'Childrens']"
26593,"['Fantasy', 'Childrens', 'Fiction']"
26595,"['Childrens', 'Fantasy', 'Historical Fiction']"
26596,"['Poetry', 'Classics', 'Literature']"
26599,"['Poetry', 'Classics', 'Literature']"
26603,"['Poetry', 'Classics', '20th Century']"
26638,"['Art', 'History', 'Metaphysics']"
26653,"['Fiction', 'Historical Fiction', 'Southern']"
26654,"['Fiction', 'Southern', 'Historical Fiction']"
26666,"['Christian', 'Nonfiction', 'Faith']"
26673,"['Comics', 'Marvel', 'Graphic Novels']"
26689,"['Urban Fantasy', 'Fantasy', 'Paranormal']"
26690,"['Urban Fantasy', 'Fantasy', 'Paranormal']"
26695,"['Philosophy', 'Politics', 'Nonfiction']"
26696,"['Philosophy', 'Politics', 'Theory']"
26722,"['Fiction', 'Thriller', 'Espionage']"
26723,"['Fiction', 'Thriller', 'Espionage']"
26725,"['Fiction', 'Thriller', 'Espionage']"
26738,"['Manga', 'Manhwa', 'comics']"
26748,"['Sports', 'Baseball', 'Nonfiction']"
26759,"['Horror', 'Short Stories', 'Fiction']"
26766,"['Science Fiction', 'Fiction', 'LGBT']"
26768,"['Romantic Suspense', 'Fiction', 'Crime']"
26779,"['Biography', 'Christian', 'Nonfiction']"
26784,"['True Crime', 'Nonfiction', 'Crime']"
26805,"['Birds', 'Reference', 'Nature']"
26821,"['History', 'Nonfiction', 'Nature']"
26827,"['Travel', 'Nonfiction', '2011']"
26832,"['Manga', 'Yaoi', 'Boys Love']"
26833,"['Manga', 'Yaoi', 'Boys Love']"
26835,"['Manga', 'Yaoi', 'Boys Love']"
26836,"['Manga', 'Yaoi', 'Boys Love']"
26839,"['Manga', 'Yaoi', 'Boys Love']"
26871,"['Biography', 'Nonfiction', 'Memoir']"
26904,"['History', 'Nonfiction', 'Islam']"
26908,"['Fantasy', 'Fiction', 'Horror']"
26913,"['Fiction', 'Historical Fiction', 'Alternate History']"
26919,"['Fiction', 'Novels', 'Contemporary']"
26920,"['Fiction', 'Africa', 'Historical Fiction']"
26922,"['Fiction', 'Novels', 'Literature']"
26930,"['Short Stories', 'Fiction', 'short-story-collections']"
26934,"['Short Stories', 'Fiction', 'Literary Fiction']"
26950,"['Classics', 'Fiction', 'Historical Fiction']"
26968,"['Fiction', 'Classics', 'African American']"
26973,"['Classics', 'Fiction', 'Historical Fiction']"
26979,"['Fiction', 'Short Stories', 'Classics']"
26994,"['Philosophy', 'σχολή-and-chill', 'iorjhin-bookshelf']"
27000,"['Fantasy', 'Fiction', 'Mystery']"
27001,"['Fantasy', 'Fiction', 'Mystery']"
27002,"['Fantasy', 'Fiction', 'Mystery']"
27005,"['Fantasy', 'Fiction', 'Mystery']"
27009,"['Mystery', 'Christian Fiction', 'Fiction']"
27023,"['Manga', 'Fantasy', 'Graphic Novels']"
27036,"['Philosophy', 'History', 'Religion']"
27038,"['History', 'Religion', 'Church History']"
27039,"['History', 'Christianity', 'Religion']"
27049,"['Fiction', 'Jewish', 'Historical Fiction']"
27051,"['Mystery', 'Thriller', 'Fiction']"
27052,"['Mystery', 'Young Adult', 'Fiction']"
27059,"['Science Fiction', 'Short Stories', 'Fiction']"
27066,"['Science Fiction', 'Fiction', 'Short Stories']"
27091,"['Education', 'Nonfiction', 'Teaching']"
27092,"['Fiction', 'Mystery', 'Young Adult']"
27118,"['History', 'Ancient History', 'Nonfiction']"
27126,"['Chick Lit', 'Nonfiction', 'Memoir']"
27149,"['Economics', 'Nonfiction', 'Business']"
27150,"['Economics', 'Nonfiction', 'economía']"
27151,"['Economics', 'Society', 'Nonfiction']"
27167,"['Mystery', 'Fiction', 'Mystery Thriller']"
27168,"['Mystery', 'Fiction', 'Mystery Thriller']"
27170,"['Mystery', 'Fiction', 'Crime']"
27171,"['Mystery', 'Fiction', 'Thriller']"
27194,"['Art', 'Fiction', 'American']"
27200,"['History', 'Nonfiction', 'Greece']"
27204,"['Religion', 'Christian', 'Nonfiction']"
27208,"['Fiction', 'Ireland', 'Irish Literature']"
27222,"['History', 'Classics', 'Nonfiction']"
27236,"['Fiction', 'Childrens', 'Realistic Fiction']"
27243,"['Psychology', 'Spirituality', 'Feminism']"
27252,"['Historical Fiction', 'Fiction', 'Historical']"
27253,"['Fiction', 'Historical Fiction', 'Classics']"
27266,"['Vampires', 'Young Adult', 'Paranormal']"
27269,"['Mystery', 'Historical Mystery', 'Historical Fiction']"
27277,"['Architecture', 'Nonfiction', 'architecture']"
27293,"['History', 'Nonfiction', 'Philosophy']"
27295,"['Fiction', 'Plays', 'Classics']"
27297,"['Philosophy', 'Classics', 'Nonfiction']"
27298,"['Historical Fiction', 'Fiction', 'India']"
27299,"['Historical Fiction', 'Fiction', 'India']"
27303,"['Religion', 'History', 'Nonfiction']"
27304,"['Religion', 'Buddhism', 'Biography']"
27306,"['History', 'Religion', 'Nonfiction']"
27308,"['Religion', 'Memoir', 'Nonfiction']"
27309,"['Religion', 'History', 'Nonfiction']"
27310,"['Religion', 'Islam', 'Biography']"
27313,"['Philosophy', 'Classics', 'Nonfiction']"
27315,"['Philosophy', 'Classics', 'Nonfiction']"
27326,"['Historical Fiction', 'Fiction', 'Holocaust']"
27333,"['Nonfiction', 'Science', 'Environment']"
27345,"['Writing', 'biography', 'environmentalist']"
27347,"['Nonfiction', 'Nature', 'Science']"
27356,"['Picture Books', 'Childrens', 'Storytime']"
27363,"['Historical Fiction', 'Fiction', 'Mystery']"
27385,"['Nonfiction', 'Science', 'science-skepticality-reason']"
27397,"['Nonfiction', 'Law', 'History']"
27398,"['Nonfiction', 'Art', 'History']"
27399,"['Nonfiction', 'Art', 'History']"
27404,"['Law', 'Nonfiction', 'History']"
27410,"['Mythology', 'Classics', 'Greek Mythology']"
27411,"['Mythology', 'Classics', 'History']"
27413,"['Mythology', 'Classics', 'Greek Mythology']"
27415,"['Mythology', 'Classics', 'Literature']"
27418,"['Classics', 'Poetry', 'Mythology']"
27419,"['Classics', 'Poetry', 'Mythology']"
27420,"['Classics', 'Poetry', 'Mythology']"
27421,"['Classics', 'Poetry', 'Mythology']"
27422,"['Classics', 'Poetry', 'Mythology']"
27423,"['epic', 'greek', 'poetry']"
27424,"['Classics', 'Poetry', 'Mythology']"
27425,"['Poetry', 'Classics', 'Fiction']"
27426,"['Fiction', 'Historical Fiction', 'Classics']"
27427,"['Poetry', 'Classics', 'Fiction']"
27428,"['Essays', 'Writing', 'Nonfiction']"
27432,"['Essays', 'Writing', 'Nonfiction']"
27434,"['New York', 'Nonfiction', 'Travel']"
27438,"['Comics', 'Reference', 'Graphic Novels']"
27440,"['Comics', 'Reference', 'Graphic Novels']"
27445,"['History', 'Christianity', 'Christian']"
27451,"['Classics', 'Fiction', 'School']"
27456,"['Classics', 'Fiction', '19th Century']"
27457,"['History', 'Nonfiction', 'Africa']"
27473,"['History', 'Nonfiction', 'Ancient History']"
27485,"['Nonfiction', 'Psychology', 'Relationships']"
27486,"['Psychology', 'Science', 'Nonfiction']"
27491,"['Psychology', 'Science', 'Nonfiction']"
27500,"['Fiction', 'Historical Fiction', 'Contemporary']"
27503,"['Fiction', 'Israel', 'Jewish']"
27507,"['History', 'Politics', 'Nonfiction']"
27511,"['History', 'Nonfiction', 'Politics']"
27514,"['History', 'Nonfiction', 'Politics']"
27515,"['History', 'Politics', 'Nonfiction']"
27516,"['History', 'Law', 'Nonfiction']"
27520,"['Picture Books', 'Childrens', 'Fiction']"
27523,"['Fiction', 'Christian', 'Christian Fiction']"
27525,"['Christian Fiction', 'Christian', 'Fiction']"
27526,"['Christian Fiction', 'Christian', 'Fiction']"
27528,"['Fiction', 'Christian Fiction', 'Christian']"
27533,"['Nonfiction', 'Economics', 'Business']"
27537,"['Psychology', 'Nonfiction', 'Business']"
27539,"['Science', 'Nonfiction', 'Psychology']"
27540,"['Nonfiction', 'Psychology', 'Self Help']"
27541,"['Business', 'Finance', 'Nonfiction']"
27543,"['Computer Science', 'Artificial Intelligence', 'Programming']"
27548,"['Writing', 'Business', 'Reference']"
27550,"['Nonfiction', 'History', 'Memoir']"
27557,"['Biography', 'Nonfiction', 'History']"
27566,"['Fantasy', 'Science Fiction Fantasy', 'universe']"
27574,"['Nonfiction', 'Memoir', 'Israel']"
27577,"['History', 'Nonfiction', 'Islam']"
27578,"['Science', 'Physics', 'Nonfiction']"
27579,"['Dinosaurs', 'Picture Books', 'Science']"
27580,"['Self Help', 'Nonfiction', 'Psychology']"
27582,"['Mystery', 'Fiction', 'Crime']"
27584,"['Nonfiction', 'France', 'Travel']"
27585,"['Music', 'Nonfiction', 'Education']"
27586,"['Africa', 'History', 'Nonfiction']"
27588,"['Fiction', 'Africa', 'Historical Fiction']"
27599,"['Theology', 'Christian', 'New Testament']"
27601,"['Nonfiction', 'Cults', 'Psychology']"
27607,"['Fiction', 'Africa', 'Contemporary']"
27609,"['Short Stories', 'Fiction', 'Africa']"
27618,"['Fiction', 'Contemporary', 'Literature']"
27624,"['Classics', 'Fiction', 'Historical Fiction']"
27647,"['Fiction', 'Book Club', 'Contemporary']"
27652,"['Business', 'Nonfiction', 'History']"
27668,"['History', 'Nonfiction', 'Africa']"
27669,"['History', 'Nonfiction', 'Africa']"
27674,"['Theology', 'Philosophy', 'Christianity']"
27689,"['Fantasy', 'Fiction', 'Historical Fiction']"
27691,"['Mystery', 'Fiction', 'Romance']"
27692,"['Fantasy', 'Fiction', 'Historical Fiction']"
27693,"['Mystery', 'Fiction', 'Romance']"
27694,"['Mystery', 'Romance', 'Fiction']"
27695,"['Mystery', 'Romance', 'Gothic']"
27696,"['Mystery', 'Fiction', 'Romance']"
27698,"['Mystery', 'Romance', 'Fiction']"
27719,"['Fantasy', 'Childrens', 'Fiction']"
27724,"['Fantasy', 'Short Stories', 'Fiction']"
27727,"['Harlequin', 'Harlequin Presents', 'Romance']"
27737,"['Plays', 'France', 'Theatre']"
27747,"['Mystery', 'Fiction', 'Cozy Mystery']"
27763,"['Yaoi', 'Manga', 'Boys Love']"
27766,"['True Crime', 'Nonfiction', 'Crime']"
27769,"['Classics', 'Fiction', 'Philosophy']"
27776,"['Fiction', 'Philosophy', 'Classics']"
27779,"['Fiction', 'Philosophy', 'Classics']"
27780,"['Literature', 'Philosophy', 'French Literature']"
27783,"['Religion', 'Nonfiction', 'Reference']"
27785,"['Philosophy', 'Politics', 'Nonfiction']"
27787,"['Art', 'Art History', 'art']"
27788,"['Classics', 'Fiction', 'Philosophy']"
27800,"['Classics', 'Plays', 'Fiction']"
27803,"['Plays', 'Classics', 'Drama']"
27804,"['Historical Fiction', 'Fiction', 'Young Adult']"
27812,"['Programming', 'Computer Science', 'Mathematics']"
27819,"['Mathematics', 'Computers', 'Nonfiction']"
27822,"['Classics', 'Poetry', 'Russia']"
27823,"['Classics', 'Poetry', 'Russia']"
27825,"['Classics', 'Poetry', 'Russia']"
27826,"['Classics', 'Poetry', 'Russia']"
27827,"['Poetry', 'Russia', 'Fiction']"
27829,"['Classics', 'Poetry', 'Russia']"
27831,"['Classics', 'Poetry', 'Russia']"
27842,"['Computer Science', 'Programming', 'Nonfiction']"
27843,"['Computer Science', 'Programming', 'Reference']"
27844,"['Programming', 'Computer Science', 'Nonfiction']"
27847,"['Reference', 'Technical', 'Software']"
27851,"['Computer Science', 'Programming', 'Reference']"
27861,"['Programming', 'Computer Science', 'Nonfiction']"
27862,"['Computer Science', 'Programming', 'Algorithms']"
27880,"['Fantasy', 'Dragons', 'Magic']"
27881,"['Fantasy', 'Fiction', 'Science Fiction']"
27883,"['Fantasy', 'Fiction', 'Young Adult']"
27885,"['Fantasy', 'Science Fiction', 'Science Fiction Fantasy']"
27889,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
27892,"['Fantasy', 'Fiction', 'Dragons']"
27897,"['Fiction', 'Nobel Prize', 'Literary Fiction']"
27923,"['Christianity', 'Religion', 'Theology']"
27924,"['Philosophy', 'Theology', 'Religion']"
27932,"['Mystery', 'Historical Fiction', 'Fiction']"
27943,"['Nonfiction', 'Politics', 'Environment']"
27971,"['History', 'Nonfiction', 'Judaica']"
27988,"['True Crime', 'Nonfiction', 'History']"
27999,"['Short Stories', 'Fiction', 'Westerns']"
28001,"['Fiction', 'Historical Fiction', 'Short Stories']"
28003,"['Short Stories', 'Fiction', 'Literary Fiction']"
28004,"['Nonfiction', 'Food', 'Cooking']"
28012,"['Psychology', 'Nonfiction', 'Self Help']"
28022,"['Religion', 'Nonfiction', 'History']"
28023,"['Nonfiction', 'Religion', 'Philosophy']"
28025,"['Philosophy', 'Religion', 'Nonfiction']"
28026,"['Fiction', 'Romanian Literature', 'Romania']"
28028,"['Classics', 'Romanian Literature', 'Fiction']"
28029,"['Religion', 'Mythology', 'Philosophy']"
28053,"['Art', 'Nonfiction', 'Essays']"
28054,"['History', 'Nonfiction', 'Biography']"
28055,"['Nonfiction', 'History', 'Travel']"
28056,"['Nonfiction', 'Essays', 'Politics']"
28061,"['Philosophy', 'Nonfiction', 'Politics']"
28067,"['Nonfiction', 'Art', 'Philosophy']"
28074,"['Humor', 'Nonfiction', 'Essays']"
28078,"['Historical Fiction', 'Fiction', 'Historical']"
28086,"['Fiction', 'Classics', 'Magical Realism']"
28087,"['Fiction', 'Classics', 'Novels']"
28093,"['Fiction', 'Anthropology', 'Contemporary']"
28105,"['Young Adult', 'Realistic Fiction', 'Middle Grade']"
28116,"['Nonfiction', 'Humor', 'Memoir']"
28134,"['Nonfiction', 'Memoir', 'Psychology']"
28148,"['Historical Romance', 'Romance', 'Historical']"
28158,"['Biography', 'History', 'Picture Books']"
28162,"['Gay', 'Vampires', 'Fiction']"
28184,"['Mystery', 'Fiction', 'Africa']"
28185,"['Fantasy', 'Young Adult', 'Mythology']"
28186,"['Fantasy', 'Young Adult', 'Fiction']"
28187,"['Fantasy', 'Young Adult', 'Mythology']"
28190,"['Fantasy', 'Young Adult', 'Mythology']"
28193,"['Christmas', 'Fantasy', 'Childrens']"
28194,"['Fantasy', 'Young Adult', 'Fiction']"
28195,"['Fantasy', 'Young Adult', 'Fiction']"
28196,"['Fantasy', 'Childrens', 'Fiction']"
28200,"['Fantasy', 'Childrens', 'German Literature']"
28202,"['History', 'Philosophy', 'Nonfiction']"
28205,"['Thriller', 'Fiction', 'Adventure']"
28206,"['Thriller', 'Adventure', 'Fiction']"
28207,"['Thriller', 'Fiction', 'Adventure']"
28209,"['Thriller', 'Fiction', 'Adventure']"
28210,"['Thriller', 'Adventure', 'Fiction']"
28211,"['Thriller', 'Fiction', 'Adventure']"
28212,"['Nonfiction', 'History', 'LGBT']"
28213,"['Nonfiction', 'Race', 'History']"
28225,"['Fiction', 'Novels', 'Literature']"
28227,"['Fiction', 'Politics', 'Novels']"
28228,"['Nonfiction', 'Books About Books', 'History']"
28231,"['Fiction', 'Novels', 'Contemporary']"
28239,"['Travel', 'Africa', 'Nonfiction']"
28240,"['Travel', 'Africa', 'Nonfiction']"
28249,"['Fantasy', 'Magic', 'Young Adult']"
28250,"['Fantasy', 'Magic', 'Young Adult']"
28251,"['Fantasy', 'Magic', 'Young Adult']"
28252,"['Fantasy', 'Magic', 'Young Adult']"
28254,"['Anthropology', 'Economics', 'History']"
28255,"['Anthropology', 'History', 'Nonfiction']"
28257,"['Anthropology', 'Science', 'Nonfiction']"
28259,"['Anthropology', 'Nonfiction', 'History']"
28272,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
28278,"['Africa', 'Fiction', 'Botswana']"
28282,"['Fiction', 'Humor', 'Contemporary']"
28289,"['Fiction', 'Contemporary', 'Humor']"
28294,"['Fiction', 'France', 'Literature']"
28295,"['Fiction', 'France', 'Literature']"
28296,"['Fiction', 'France', 'French Literature']"
28297,"['Nonfiction', 'Essays', 'Architecture']"
28302,"['Short Stories', 'Fiction', 'American']"
28308,"['Fiction', 'Short Stories', 'Classics']"
28316,"['Fiction', 'Martial Arts', 'Southern']"
28336,"['Fiction', 'France', 'Literature']"
28344,"['Classics', 'Fiction', 'Russia']"
28348,"['Classics', 'Fiction', 'Russia']"
28350,"['Picture Books', 'Childrens', 'Fiction']"
28351,"['Childrens', 'Picture Books', 'Fiction']"
28356,"['Memoir', 'Nonfiction', 'Humor']"
28358,"['Feminism', 'Theory', 'Gender']"
28369,"['Fiction', 'France', 'Classics']"
28370,"['Fiction', 'France', 'French Literature']"
